pc11_state_id,pc11_district_id,pc11_subdistrict_id,facebook_pop_sum,facebook_pop_num_cells
21,381,02961,81763.90341744275,4117.848396669366
21,381,02962,120994.15344454984,6571.2529183554
21,381,02963,30372.697265488216,1656.9591896301135
21,381,02964,4826.707016648178,264.47748781042174
21,381,02965,74693.6799037294,2277.6491303257644
21,381,02966,33688.889909638405,1385.1292362759125
21,381,02967,128830.71314972384,3389.59298399183
21,381,02968,687622.757006412,15857.281056228152
21,382,02969,69202.52548252435,4203.406042209826
21,382,02970,51374.67572449402,3531.6073304931638
21,382,02971,41307.95524180509,4541.266169193119
21,382,02972,58270.71441873736,6054.73031015083
21,382,02973,13537.845641156788,604.062714218162
21,382,02974,117594.05976339322,3239.8089358989528
21,382,02975,109050.41482078096,3861.393133041449
21,382,02976,86709.86490930124,3060.206683252225
21,382,02977,173949.2503323496,4162.324898798834
21,382,02978,133915.17807031318,2830.3492160085007
21,382,02979,166529.01081687512,6363.121501405552
21,382,02980,93388.3434245621,2478.272297308984
21,382,02981,94664.8848170512,3149.7189889100264
21,382,02982,119367.325877861,5769.752001577152
21,382,02983,166102.5094881925,3446.717709362274
21,382,02984,263507.569359844,4993.007681150499
21,382,02985,86750.83561724129,2531.159149558764
21,382,02986,187982.67867227428,3469.477827828843
21,383,02987,180471.4119508693,12567.900651569478
21,383,02988,124753.80701020222,9280.144291596414
21,383,02989,62723.30370529502,6901.40260877274
21,383,02990,118676.2741470961,4806.174249775584
21,383,02991,124724.75824758432,7179.041706554592
21,383,02992,59162.34636077222,3097.1273134890944
21,383,02993,63354.21963947434,3836.100890740752
21,383,02994,56283.72295863524,3670.712501560549
21,383,02995,29629.06974723045,2860.295714819047
21,383,02996,35061.75219917254,2880.562142490293
21,383,02997,42755.47224946996,3106.176939213474
21,383,02998,84378.11335441357,4987.051425435813
21,383,02999,355617.1297106097,14762.91972053176
21,384,02995,6232.353812090539,680.3492682690267
21,384,03000,63426.06188463911,8628.920466842475
21,384,03001,83536.16649406144,7236.109777346253
21,384,03002,39787.24948075992,2979.77243732661
21,384,03003,55505.55150091283,7671.759355003342
21,384,03004,21632.95469635512,2330.3372975480743
21,384,03005,23441.9009187412,2868.3076298608794
21,384,03006,112453.36279393586,10323.615345394035
21,384,03007,59391.42413153482,6948.437925356585
21,384,03008,21121.482050794857,2466.172776479502
21,384,03009,54033.28806393585,5611.883348017098
21,384,03010,89982.08483048815,8977.653974972294
21,384,03011,162614.38609502162,18328.23227270355
21,384,03012,61820.483976830525,5354.709445095155
21,384,03013,55710.8994064273,7295.511694945919
21,384,03014,121674.63088410636,9571.19442990885
21,384,03015,49017.36938985936,4099.041038544849
21,384,03016,62996.8186864722,8086.454673040542
21,384,03017,68067.11360546485,4826.269932687283
21,384,03018,15805.435822103917,2012.353292183427
21,384,03019,49294.22939016224,3915.242795951897
21,384,03020,36453.58905828325,1940.493903497234
21,384,03021,54347.63584921862,4424.421223319194
21,385,03022,33797.71980297903,2297.023378870333
21,385,03023,86294.11216702602,6240.638913232484
21,385,03024,30083.173292199277,2726.350080513046
21,385,03025,45357.693859823165,2651.9265982165407
21,385,03026,77714.94085385602,4228.327017057716
21,385,03027,143900.86533511497,6419.226627885364
21,385,03028,63525.15066100907,3836.5903866130975
21,385,03029,78399.4770872777,2346.802920285845
21,385,03030,27182.58953225445,2279.5917305871844
21,385,03031,116631.81969641312,6298.946203809872
21,385,03032,139696.75443680343,4898.119928527529
21,385,03033,164994.0816135756,7662.514727834729
21,386,03034,77199.93494028458,3990.022478036291
21,386,03035,105547.47330634808,6120.75646687267
21,386,03036,161590.22425735573,10344.391379178967
21,386,03037,69742.13176004241,4555.598123546166
21,386,03038,34111.22916342809,6348.869797433697
21,386,03039,21780.149545507746,1419.2023615622893
21,386,03041,10520.338518661092,416.1518119606189
21,386,03042,105434.28674127608,5826.248263350833
21,386,03043,138651.36876249744,4893.557567291355
21,386,03044,53.38435381310956,113.97487555909902
21,386,03045,19665.00357570421,1206.062287425157
21,386,03046,11832.66508437402,1618.959605723634
21,386,03047,3820.4887173371726,641.9408802195394
21,386,03048,22297.845424664727,2418.8109478055267
21,386,03049,137379.62955348825,10708.42710606975
21,386,03050,98087.35929277372,5323.210950924084
21,386,03051,53943.31266663784,2180.4887580366503
21,386,03052,160740.77204323452,2557.822195860092
21,386,03053,155126.99989403342,4313.998567791423
21,386,03054,97500.02031225436,4191.293582401268
21,386,03055,1020468.5024072308,44262.25450381279
21,387,03056,114489.2298101209,4631.421624463197
21,387,03057,149726.41035510157,8973.991301213828
21,387,03058,195824.8906495004,8234.11492508356
21,387,03059,83967.49279614387,2278.5618548644707
21,387,03060,81855.98992106353,2583.6571746992413
21,387,03061,59060.52401831516,1535.346429741181
21,387,03062,136269.08261135258,4073.6249781720103
21,387,03063,27305.64501916761,1037.8487208914012
21,387,03064,234691.91004108652,5962.79181289862
21,387,03065,108597.95227507096,4105.047766726137
21,387,03066,116906.8628410571,7645.454403033713
21,387,03067,153991.22646067032,4400.501434860518
21,387,03068,88178.67582685946,1667.5605347136734
21,387,03069,52930.24650964296,3783.868547278955
21,387,03070,242662.6641783299,6472.326418303128
21,388,03071,58982.49831328211,4173.2023643171415
21,388,03072,160877.64530117574,6036.655090417247
21,388,03073,86111.52910846994,4054.653338165488
21,388,03074,152678.93979756898,8625.210775730178
21,388,03075,90176.49752963716,4160.757004536921
21,388,03076,77395.08191712663,3679.9053028989583
21,388,03077,163158.10238266812,4340.838270572829
21,388,03078,165837.21601155418,6431.874642454961
21,388,03079,58011.7295456801,1549.7838668346812
21,388,03080,188848.55104779612,7417.275929381023
21,388,03081,167199.39605348432,5570.737227209727
21,388,03082,141570.2728008872,5383.809280830144
21,388,03083,172388.36665327926,7256.766965529254
21,388,03084,117219.8157478662,6007.04000912136
21,388,03085,136360.77680798373,4918.589358945615
21,388,03086,55297.70130362859,2167.533557061455
21,388,03087,82293.38460968998,4330.349914232884
21,388,03088,10337.952543886557,309.1511078476906
21,388,03089,151930.43614369055,6778.955779683209
21,388,03090,155680.16585402715,6644.256354638012
21,388,03091,117931.36796032071,4596.543004664549
21,388,03092,39336.28564045451,2248.950907235023
21,388,03093,206560.0394217186,7255.781541734243
21,388,03094,53400.99282334024,5570.846344951631
21,388,03095,180108.22802149304,8792.044034871564
21,388,03096,184911.13831042065,5438.711742413347
21,388,03097,114166.72528997668,4105.9621543554
21,388,03098,143053.00708826087,4835.7630764592905
21,388,03099,376626.5103097845,11862.753271995303
21,388,03109,15164.727736903114,677.4104043357074
21,389,03100,60630.39630829535,4147.482325107791
21,389,03101,72224.12834669511,4860.479467866942
21,389,03102,94751.87923891416,6271.040712998754
21,389,03103,103198.5336373348,3378.6984866769053
21,389,03104,50058.62723194094,2870.3361490671523
21,389,03105,89416.90104414133,3823.7181273023016
21,389,03106,56548.95576855372,2435.5423618396744
21,389,03107,54645.23577129562,2124.9004024807364
21,389,03108,34025.63112713926,2012.3390444032264
21,389,03109,34760.6602877878,1824.5809332067147
21,390,03110,41172.88611897313,6102.956889189038
21,390,03111,41917.62225371827,6566.082323679375
21,390,03112,45909.630926295154,2535.146384408697
21,390,03113,42980.18738318357,5377.123366679298
21,390,03114,54527.80633960568,4886.701531440747
21,390,03115,49918.8190247759,5496.5960066879925
21,390,03116,26925.455623681628,2799.4645771955256
21,390,03117,41794.652111083065,3473.839627204463
21,390,03118,57827.9329908164,8214.891475473647
