ac07_id,facebook_pop_sum,facebook_pop_num_cells
2007-10-087,404356.59769782645,20467.522123883315
2007-10-118,522519.2556314871,22178.24257302484
2007-10-058,438506.5447353442,15725.087314416833
2007-10-035,475994.2076261479,20828.79283247018
2007-10-093,522726.465423301,22009.046408876195
2007-10-117,569474.295779511,33084.88945814132
2007-10-115,404103.3056250284,21221.7027289556
2007-10-120,575612.1282355401,29027.003323762096
2007-10-052,444638.1461028751,15449.740800493128
2007-10-138,671683.5461317141,33921.90063626918
2007-10-039,441267.5645017863,21149.34154241124
2007-10-094,592139.2781502432,24828.74133356424
2007-10-126,610419.5281396015,29622.240112338004
2007-10-040,533849.3546772163,25340.57966855244
2007-10-043,412764.24852883,20581.401993671607
2007-10-100,470083.1116131579,22632.241990094622
2007-10-095,250914.05393257475,14717.477354032824
2007-10-050,474221.2645246813,14698.81767368092
2007-10-121,504640.4726046191,21017.09720669568
2007-10-049,644722.0564172436,22588.87006026801
2007-10-137,425241.28538699326,18468.631242979733
2007-10-051,560092.5206677181,19510.52588862321
2007-10-101,646702.6608360929,29609.036123379297
2007-10-144,513058.0949584717,25119.18421700668
2007-10-099,744984.204940988,46122.35010419809
2007-10-042,472364.9670884995,19330.73707328832
